county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Hopkins,E036,U.S. House,1,Erin MARSHALL,DEM,56,27,4,,25,,,
Hopkins,E036,U.S. House,1,Under Votes,,7,7,0,,0,,,
Hopkins,E036,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,E036,State House,4,D. Wade WILLIAMS,REP,226,113,10,,103,,,
Hopkins,E036,State House,4,Lloyd SMITH,DEM,60,29,4,,27,,,
Hopkins,E036,State House,4,Under Votes,,3,3,0,,0,,,
Hopkins,E036,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,F037,President,,Donald J. TRUMP,REP,150,124,1,,25,,,
Hopkins,F037,President,,Kamala D. HARRIS,DEM,32,26,2,,4,,,
Hopkins,F037,President,,Jill STEIN,KY,0,0,0,,0,,,
Hopkins,F037,President,,Robert F. KENNEDY JR.,IND,0,0,0,,0,,,
Hopkins,F037,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Hopkins,F037,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Hopkins,F037,President,,Write-ins,,0,0,0,,0,,,
Hopkins,F037,President,,Under Votes,,2,2,0,,0,,,
Hopkins,F037,President,,Over Votes,,0,0,0,,0,,,
Hopkins,F037,U.S. House,1,James R. COMER,REP,150,124,1,,25,,,
Hopkins,F037,U.S. House,1,Erin MARSHALL,DEM,31,25,2,,4,,,
Hopkins,F037,U.S. House,1,Under Votes,,4,4,0,,0,,,
Hopkins,F037,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,F037,State House,4,D. Wade WILLIAMS,REP,145,120,1,,24,,,
Hopkins,F037,State House,4,Lloyd SMITH,DEM,36,29,2,,5,,,
Hopkins,F037,State House,4,Under Votes,,4,4,0,,0,,,
Hopkins,F037,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,F038D,President,,Donald J. TRUMP,REP,367,316,12,,39,,,
Hopkins,F038D,President,,Kamala D. HARRIS,DEM,84,73,4,,7,,,
Hopkins,F038D,President,,Jill STEIN,KY,0,0,0,,0,,,
Hopkins,F038D,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Hopkins,F038D,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,F038D,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Hopkins,F038D,President,,Write-ins,,1,0,0,,1,,,
Hopkins,F038D,President,,Under Votes,,1,1,0,,0,,,
Hopkins,F038D,President,,Over Votes,,0,0,0,,0,,,
Hopkins,F038D,U.S. House,1,James R. COMER,REP,349,297,12,,40,,,
Hopkins,F038D,U.S. House,1,Erin MARSHALL,DEM,93,82,4,,7,,,
Hopkins,F038D,U.S. House,1,Under Votes,,15,15,0,,0,,,
Hopkins,F038D,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,F038D,State House,4,D. Wade WILLIAMS,REP,324,275,12,,37,,,
Hopkins,F038D,State House,4,Lloyd SMITH,DEM,121,108,4,,9,,,
Hopkins,F038D,State House,4,Under Votes,,12,11,0,,1,,,
Hopkins,F038D,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,F039D,President,,Donald J. TRUMP,REP,276,230,18,,28,,,
Hopkins,F039D,President,,Kamala D. HARRIS,DEM,73,60,11,,2,,,
Hopkins,F039D,President,,Jill STEIN,KY,0,0,0,,0,,,
Hopkins,F039D,President,,Robert F. KENNEDY JR.,IND,4,4,0,,0,,,
Hopkins,F039D,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,F039D,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Hopkins,F039D,President,,Write-ins,,0,0,0,,0,,,
Hopkins,F039D,President,,Under Votes,,2,2,0,,0,,,
Hopkins,F039D,President,,Over Votes,,0,0,0,,0,,,
Hopkins,F039D,U.S. House,1,James R. COMER,REP,270,224,20,,26,,,
Hopkins,F039D,U.S. House,1,Erin MARSHALL,DEM,75,64,9,,2,,,
Hopkins,F039D,U.S. House,1,Under Votes,,12,10,0,,2,,,
Hopkins,F039D,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,F039D,State House,4,D. Wade WILLIAMS,REP,258,215,18,,25,,,
Hopkins,F039D,State House,4,Lloyd SMITH,DEM,89,74,11,,4,,,
Hopkins,F039D,State House,4,Under Votes,,10,9,0,,1,,,
Hopkins,F039D,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,F040,President,,Donald J. TRUMP,REP,392,306,16,,70,,,
Hopkins,F040,President,,Kamala D. HARRIS,DEM,54,40,2,,12,,,
Hopkins,F040,President,,Jill STEIN,KY,0,0,0,,0,,,
Hopkins,F040,President,,Robert F. KENNEDY JR.,IND,2,1,0,,1,,,
Hopkins,F040,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,F040,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Hopkins,F040,President,,Write-ins,,0,0,0,,0,,,
Hopkins,F040,President,,Under Votes,,2,2,0,,0,,,
Hopkins,F040,President,,Over Votes,,1,0,0,,1,,,
Hopkins,F040,U.S. House,1,James R. COMER,REP,389,303,16,,70,,,
Hopkins,F040,U.S. House,1,Erin MARSHALL,DEM,55,40,1,,14,,,
Hopkins,F040,U.S. House,1,Under Votes,,8,6,1,,1,,,
Hopkins,F040,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,F040,State House,4,D. Wade WILLIAMS,REP,389,304,16,,69,,,
Hopkins,F040,State House,4,Lloyd SMITH,DEM,55,39,1,,15,,,
Hopkins,F040,State House,4,Under Votes,,8,6,1,,1,,,
Hopkins,F040,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,F041,President,,Donald J. TRUMP,REP,187,139,7,,41,,,
Hopkins,F041,President,,Kamala D. HARRIS,DEM,25,19,0,,6,,,
Hopkins,F041,President,,Jill STEIN,KY,0,0,0,,0,,,
Hopkins,F041,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Hopkins,F041,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,F041,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Hopkins,F041,President,,Write-ins,,0,0,0,,0,,,
Hopkins,F041,President,,Under Votes,,0,0,0,,0,,,
Hopkins,F041,President,,Over Votes,,0,0,0,,0,,,
Hopkins,F041,U.S. House,1,James R. COMER,REP,189,142,7,,40,,,
Hopkins,F041,U.S. House,1,Erin MARSHALL,DEM,22,16,0,,6,,,
Hopkins,F041,U.S. House,1,Under Votes,,4,3,0,,1,,,
Hopkins,F041,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,F041,State House,4,D. Wade WILLIAMS,REP,181,134,7,,40,,,
Hopkins,F041,State House,4,Lloyd SMITH,DEM,32,26,0,,6,,,
Hopkins,F041,State House,4,Under Votes,,2,1,0,,1,,,
Hopkins,F041,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,F042,President,,Donald J. TRUMP,REP,326,203,6,,117,,,
Hopkins,F042,President,,Kamala D. HARRIS,DEM,63,25,5,,33,,,
Hopkins,F042,President,,Jill STEIN,KY,1,1,0,,0,,,
Hopkins,F042,President,,Robert F. KENNEDY JR.,IND,2,1,0,,1,,,
Hopkins,F042,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,F042,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Hopkins,F042,President,,Write-ins,,0,0,0,,0,,,
Hopkins,F042,President,,Under Votes,,2,1,0,,1,,,
Hopkins,F042,President,,Over Votes,,0,0,0,,0,,,
Hopkins,F042,U.S. House,1,James R. COMER,REP,317,193,6,,118,,,
Hopkins,F042,U.S. House,1,Erin MARSHALL,DEM,65,26,5,,34,,,
Hopkins,F042,U.S. House,1,Under Votes,,13,12,0,,1,,,
Hopkins,F042,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,F042,State House,4,D. Wade WILLIAMS,REP,319,193,7,,119,,,
Hopkins,F042,State House,4,Lloyd SMITH,DEM,68,31,4,,33,,,
Hopkins,F042,State House,4,Under Votes,,8,7,0,,1,,,
Hopkins,F042,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,F043M,President,,Donald J. TRUMP,REP,439,255,25,,159,,,
Hopkins,F043M,President,,Kamala D. HARRIS,DEM,208,95,20,,93,,,
Hopkins,F043M,President,,Jill STEIN,KY,4,2,0,,2,,,
Hopkins,F043M,President,,Robert F. KENNEDY JR.,IND,6,6,0,,0,,,
Hopkins,F043M,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,F043M,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Hopkins,F043M,President,,Write-ins,,0,0,0,,0,,,
Hopkins,F043M,President,,Under Votes,,2,1,0,,1,,,
Hopkins,F043M,President,,Over Votes,,0,0,0,,0,,,
Hopkins,F043M,U.S. House,1,James R. COMER,REP,440,253,26,,161,,,
Hopkins,F043M,U.S. House,1,Erin MARSHALL,DEM,202,97,18,,87,,,
Hopkins,F043M,U.S. House,1,Under Votes,,19,11,1,,7,,,
Hopkins,F043M,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,F043M,State House,4,D. Wade WILLIAMS,REP,436,246,29,,161,,,
Hopkins,F043M,State House,4,Lloyd SMITH,DEM,215,108,15,,92,,,
Hopkins,F043M,State House,4,Under Votes,,10,7,1,,2,,,
Hopkins,F043M,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,G044M,President,,Donald J. TRUMP,REP,183,130,2,,51,,,
Hopkins,G044M,President,,Kamala D. HARRIS,DEM,80,46,8,,26,,,
Hopkins,G044M,President,,Jill STEIN,KY,1,1,0,,0,,,
Hopkins,G044M,President,,Robert F. KENNEDY JR.,IND,0,0,0,,0,,,
Hopkins,G044M,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,G044M,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Hopkins,G044M,President,,Write-ins,,0,0,0,,0,,,
Hopkins,G044M,President,,Under Votes,,0,0,0,,0,,,
Hopkins,G044M,President,,Over Votes,,0,0,0,,0,,,
Hopkins,G044M,U.S. House,1,James R. COMER,REP,179,126,2,,51,,,
Hopkins,G044M,U.S. House,1,Erin MARSHALL,DEM,77,44,8,,25,,,
Hopkins,G044M,U.S. House,1,Under Votes,,9,7,0,,2,,,
Hopkins,G044M,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,G044M,State House,4,D. Wade WILLIAMS,REP,173,121,3,,49,,,
Hopkins,G044M,State House,4,Lloyd SMITH,DEM,85,52,7,,26,,,
Hopkins,G044M,State House,4,Under Votes,,7,4,0,,3,,,
Hopkins,G044M,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,G045M,President,,Donald J. TRUMP,REP,240,142,13,,85,,,
Hopkins,G045M,President,,Kamala D. HARRIS,DEM,121,66,7,,48,,,
Hopkins,G045M,President,,Jill STEIN,KY,0,0,0,,0,,,
Hopkins,G045M,President,,Robert F. KENNEDY JR.,IND,4,4,0,,0,,,
Hopkins,G045M,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Hopkins,G045M,President,,Chase OLIVER,LIB,3,3,0,,0,,,
Hopkins,G045M,President,,Write-ins,,0,0,0,,0,,,
Hopkins,G045M,President,,Under Votes,,3,3,0,,0,,,
Hopkins,G045M,President,,Over Votes,,1,0,0,,1,,,
Hopkins,G045M,U.S. House,1,James R. COMER,REP,245,148,14,,83,,,
Hopkins,G045M,U.S. House,1,Erin MARSHALL,DEM,118,64,4,,50,,,
Hopkins,G045M,U.S. House,1,Under Votes,,10,7,2,,1,,,
Hopkins,G045M,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,G045M,State House,4,D. Wade WILLIAMS,REP,238,146,13,,79,,,
Hopkins,G045M,State House,4,Lloyd SMITH,DEM,125,65,7,,53,,,
Hopkins,G045M,State House,4,Under Votes,,10,8,0,,2,,,
Hopkins,G045M,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,G046M,President,,Donald J. TRUMP,REP,148,87,9,,52,,,
Hopkins,G046M,President,,Kamala D. HARRIS,DEM,121,59,8,,54,,,
Hopkins,G046M,President,,Jill STEIN,KY,3,1,0,,2,,,
Hopkins,G046M,President,,Robert F. KENNEDY JR.,IND,2,1,0,,1,,,
Hopkins,G046M,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,G046M,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Hopkins,G046M,President,,Write-ins,,0,0,0,,0,,,
Hopkins,G046M,President,,Under Votes,,0,0,0,,0,,,
Hopkins,G046M,President,,Over Votes,,0,0,0,,0,,,
Hopkins,G046M,U.S. House,1,James R. COMER,REP,149,86,9,,54,,,
Hopkins,G046M,U.S. House,1,Erin MARSHALL,DEM,119,59,8,,52,,,
Hopkins,G046M,U.S. House,1,Under Votes,,6,3,0,,3,,,
Hopkins,G046M,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,G046M,State House,4,D. Wade WILLIAMS,REP,154,84,10,,60,,,
Hopkins,G046M,State House,4,Lloyd SMITH,DEM,115,61,7,,47,,,
Hopkins,G046M,State House,4,Under Votes,,5,3,0,,2,,,
Hopkins,G046M,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,G047M,President,,Donald J. TRUMP,REP,288,194,16,,78,,,
Hopkins,G047M,President,,Kamala D. HARRIS,DEM,189,120,15,,54,,,
Hopkins,G047M,President,,Jill STEIN,KY,0,0,0,,0,,,
Hopkins,G047M,President,,Robert F. KENNEDY JR.,IND,7,7,0,,0,,,
Hopkins,G047M,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,G047M,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Hopkins,G047M,President,,Write-ins,,0,0,0,,0,,,
Hopkins,G047M,President,,Under Votes,,2,1,0,,1,,,
Hopkins,G047M,President,,Over Votes,,1,0,0,,1,,,
Hopkins,G047M,U.S. House,1,James R. COMER,REP,292,197,14,,81,,,
Hopkins,G047M,U.S. House,1,Erin MARSHALL,DEM,190,124,16,,50,,,
Hopkins,G047M,U.S. House,1,Under Votes,,7,3,1,,3,,,
Hopkins,G047M,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,G047M,State House,4,D. Wade WILLIAMS,REP,291,192,14,,85,,,
Hopkins,G047M,State House,4,Lloyd SMITH,DEM,192,129,16,,47,,,
Hopkins,G047M,State House,4,Under Votes,,6,3,1,,2,,,
Hopkins,G047M,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,G048M,President,,Donald J. TRUMP,REP,250,162,25,,63,,,
Hopkins,G048M,President,,Kamala D. HARRIS,DEM,131,60,12,,59,,,
Hopkins,G048M,President,,Jill STEIN,KY,1,1,0,,0,,,
Hopkins,G048M,President,,Robert F. KENNEDY JR.,IND,2,1,0,,1,,,
Hopkins,G048M,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,G048M,President,,Chase OLIVER,LIB,4,4,0,,0,,,
Hopkins,G048M,President,,Write-ins,,0,0,0,,0,,,
Hopkins,G048M,President,,Under Votes,,2,1,0,,1,,,
Hopkins,G048M,President,,Over Votes,,0,0,0,,0,,,
Hopkins,G048M,U.S. House,1,James R. COMER,REP,256,164,24,,68,,,
Hopkins,G048M,U.S. House,1,Erin MARSHALL,DEM,123,60,11,,52,,,
Hopkins,G048M,U.S. House,1,Under Votes,,11,5,2,,4,,,
Hopkins,G048M,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,G048M,State House,4,D. Wade WILLIAMS,REP,261,162,28,,71,,,
Hopkins,G048M,State House,4,Lloyd SMITH,DEM,121,63,9,,49,,,
Hopkins,G048M,State House,4,Under Votes,,7,3,0,,4,,,
Hopkins,G048M,State House,4,Over Votes,,1,1,0,,0,,,
Hopkins,G049M,President,,Donald J. TRUMP,REP,305,190,12,,103,,,
Hopkins,G049M,President,,Kamala D. HARRIS,DEM,100,57,10,,33,,,
Hopkins,G049M,President,,Jill STEIN,KY,4,4,0,,0,,,
Hopkins,G049M,President,,Robert F. KENNEDY JR.,IND,3,1,0,,2,,,
Hopkins,G049M,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,G049M,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Hopkins,G049M,President,,Write-ins,,0,0,0,,0,,,
Hopkins,G049M,President,,Under Votes,,6,5,0,,1,,,
Hopkins,G049M,President,,Over Votes,,2,2,0,,0,,,
Hopkins,G049M,U.S. House,1,James R. COMER,REP,319,204,12,,103,,,
Hopkins,G049M,U.S. House,1,Erin MARSHALL,DEM,95,51,10,,34,,,
Hopkins,G049M,U.S. House,1,Under Votes,,7,5,0,,2,,,
Hopkins,G049M,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,G049M,State House,4,D. Wade WILLIAMS,REP,308,191,12,,105,,,
Hopkins,G049M,State House,4,Lloyd SMITH,DEM,107,65,10,,32,,,
Hopkins,G049M,State House,4,Under Votes,,6,4,0,,2,,,
Hopkins,G049M,State House,4,Over Votes,,0,0,0,,0,,,
Hopkins,G050,President,,Donald J. TRUMP,REP,159,88,6,,65,,,
Hopkins,G050,President,,Kamala D. HARRIS,DEM,80,39,11,,30,,,
Hopkins,G050,President,,Jill STEIN,KY,0,0,0,,0,,,
Hopkins,G050,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Hopkins,G050,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Hopkins,G050,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Hopkins,G050,President,,Write-ins,,0,0,0,,0,,,
Hopkins,G050,President,,Under Votes,,3,2,0,,1,,,
Hopkins,G050,President,,Over Votes,,0,0,0,,0,,,
Hopkins,G050,U.S. House,1,James R. COMER,REP,155,81,7,,67,,,
Hopkins,G050,U.S. House,1,Erin MARSHALL,DEM,87,48,10,,29,,,
Hopkins,G050,U.S. House,1,Under Votes,,2,2,0,,0,,,
Hopkins,G050,U.S. House,1,Over Votes,,0,0,0,,0,,,
Hopkins,G050,State House,4,D. Wade WILLIAMS,REP,158,80,7,,71,,,
Hopkins,G050,State House,4,Lloyd SMITH,DEM,82,47,10,,25,,,
Hopkins,G050,State House,4,Under Votes,,3,3,0,,0,,,
Hopkins,G050,State House,4,Over Votes,,1,1,0,,0,,,
Estill,A101,President,,Donald J. TRUMP,REP,147,82,9,,56,,,
Estill,A101,President,,Kamala D. HARRIS,DEM,61,33,9,,19,,,
Estill,A101,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,A101,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Estill,A101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,A101,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Estill,A101,President,,Write-ins,,0,0,0,,0,,,
Estill,A101,President,,Under Votes,,3,3,0,,0,,,
Estill,A101,President,,Over Votes,,0,0,0,,0,,,
Estill,A101,U.S. House,6,Andy BARR,REP,148,81,10,,57,,,
Estill,A101,U.S. House,6,Randy CRAVENS,DEM,61,38,7,,16,,,
Estill,A101,U.S. House,6,Under Votes,,4,1,1,,2,,,
Estill,A101,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,A101,State House,91,Billy E. WESLEY,REP,149,79,13,,57,,,
Estill,A101,State House,91,Under Votes,,64,41,5,,18,,,
Estill,A101,State House,91,Over Votes,,0,0,0,,0,,,
Estill,A102,President,,Donald J. TRUMP,REP,206,138,9,,59,,,
Estill,A102,President,,Kamala D. HARRIS,DEM,56,26,9,,21,,,
Estill,A102,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,A102,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Estill,A102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,A102,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Estill,A102,President,,Write-ins,,0,0,0,,0,,,
Estill,A102,President,,Under Votes,,2,2,0,,0,,,
Estill,A102,President,,Over Votes,,0,0,0,,0,,,
Estill,A102,U.S. House,6,Andy BARR,REP,207,142,9,,56,,,
Estill,A102,U.S. House,6,Randy CRAVENS,DEM,54,23,9,,22,,,
Estill,A102,U.S. House,6,Under Votes,,5,3,0,,2,,,
Estill,A102,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,A102,State House,91,Billy E. WESLEY,REP,209,138,12,,59,,,
Estill,A102,State House,91,Under Votes,,57,30,6,,21,,,
Estill,A102,State House,91,Over Votes,,0,0,0,,0,,,
Estill,A103,President,,Donald J. TRUMP,REP,154,108,4,,42,,,
Estill,A103,President,,Kamala D. HARRIS,DEM,42,17,7,,18,,,
Estill,A103,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,A103,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Estill,A103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,A103,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Estill,A103,President,,Write-ins,,0,0,0,,0,,,
Estill,A103,President,,Under Votes,,2,0,2,,0,,,
Estill,A103,President,,Over Votes,,0,0,0,,0,,,
Estill,A103,U.S. House,6,Andy BARR,REP,157,109,6,,42,,,
Estill,A103,U.S. House,6,Randy CRAVENS,DEM,39,17,5,,17,,,
Estill,A103,U.S. House,6,Under Votes,,5,2,2,,1,,,
Estill,A103,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,A103,State House,91,Billy E. WESLEY,REP,164,109,10,,45,,,
Estill,A103,State House,91,Under Votes,,37,19,3,,15,,,
Estill,A103,State House,91,Over Votes,,0,0,0,,0,,,
Estill,A104,President,,Donald J. TRUMP,REP,204,141,18,,45,,,
Estill,A104,President,,Kamala D. HARRIS,DEM,51,35,5,,11,,,
Estill,A104,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,A104,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Estill,A104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,A104,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Estill,A104,President,,Write-ins,,0,0,0,,0,,,
Estill,A104,President,,Under Votes,,2,0,0,,2,,,
Estill,A104,President,,Over Votes,,0,0,0,,0,,,
Estill,A104,U.S. House,6,Andy BARR,REP,202,138,18,,46,,,
Estill,A104,U.S. House,6,Randy CRAVENS,DEM,51,36,4,,11,,,
Estill,A104,U.S. House,6,Under Votes,,6,4,1,,1,,,
Estill,A104,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,A104,State House,91,Billy E. WESLEY,REP,199,134,17,,48,,,
Estill,A104,State House,91,Under Votes,,60,44,6,,10,,,
Estill,A104,State House,91,Over Votes,,0,0,0,,0,,,
Estill,A105,President,,Donald J. TRUMP,REP,218,167,10,,41,,,
Estill,A105,President,,Kamala D. HARRIS,DEM,58,46,2,,10,,,
Estill,A105,President,,Jill STEIN,KY,1,1,0,,0,,,
Estill,A105,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Estill,A105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,A105,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Estill,A105,President,,Write-ins,,0,0,0,,0,,,
Estill,A105,President,,Under Votes,,1,0,0,,1,,,
Estill,A105,President,,Over Votes,,1,1,0,,0,,,
Estill,A105,U.S. House,6,Andy BARR,REP,221,174,10,,37,,,
Estill,A105,U.S. House,6,Randy CRAVENS,DEM,55,42,2,,11,,,
Estill,A105,U.S. House,6,Under Votes,,5,1,0,,4,,,
Estill,A105,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,A105,State House,91,Billy E. WESLEY,REP,230,181,9,,40,,,
Estill,A105,State House,91,Under Votes,,51,36,3,,12,,,
Estill,A105,State House,91,Over Votes,,0,0,0,,0,,,
Estill,A106,President,,Donald J. TRUMP,REP,401,276,26,,99,,,
Estill,A106,President,,Kamala D. HARRIS,DEM,87,58,10,,19,,,
Estill,A106,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,A106,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Estill,A106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,A106,President,,Chase OLIVER,LIB,3,0,0,,3,,,
Estill,A106,President,,Write-ins,,0,0,0,,0,,,
Estill,A106,President,,Under Votes,,5,5,0,,0,,,
Estill,A106,President,,Over Votes,,2,1,1,,0,,,
Estill,A106,U.S. House,6,Andy BARR,REP,404,275,28,,101,,,
Estill,A106,U.S. House,6,Randy CRAVENS,DEM,79,56,8,,15,,,
Estill,A106,U.S. House,6,Under Votes,,15,10,1,,4,,,
Estill,A106,U.S. House,6,Over Votes,,1,0,0,,1,,,
Estill,A106,State House,91,Billy E. WESLEY,REP,416,283,32,,101,,,
Estill,A106,State House,91,Under Votes,,83,58,5,,20,,,
Estill,A106,State House,91,Over Votes,,0,0,0,,0,,,
Estill,B102,President,,Donald J. TRUMP,REP,440,323,27,,90,,,
Estill,B102,President,,Kamala D. HARRIS,DEM,73,45,8,,20,,,
Estill,B102,President,,Jill STEIN,KY,1,1,0,,0,,,
Estill,B102,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Estill,B102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,B102,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Estill,B102,President,,Write-ins,,0,0,0,,0,,,
Estill,B102,President,,Under Votes,,1,1,0,,0,,,
Estill,B102,President,,Over Votes,,0,0,0,,0,,,
Estill,B102,U.S. House,6,Andy BARR,REP,443,327,26,,90,,,
Estill,B102,U.S. House,6,Randy CRAVENS,DEM,65,38,7,,20,,,
Estill,B102,U.S. House,6,Under Votes,,11,9,2,,0,,,
Estill,B102,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,B102,State House,91,Billy E. WESLEY,REP,430,320,25,,85,,,
Estill,B102,State House,91,Under Votes,,89,54,10,,25,,,
Estill,B102,State House,91,Over Votes,,0,0,0,,0,,,
Estill,B103,President,,Donald J. TRUMP,REP,232,166,12,,54,,,
Estill,B103,President,,Kamala D. HARRIS,DEM,57,37,6,,14,,,
Estill,B103,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,B103,President,,Robert F. KENNEDY JR.,IND,3,1,0,,2,,,
Estill,B103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,B103,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Estill,B103,President,,Write-ins,,0,0,0,,0,,,
Estill,B103,President,,Under Votes,,1,1,0,,0,,,
Estill,B103,President,,Over Votes,,0,0,0,,0,,,
Estill,B103,U.S. House,6,Andy BARR,REP,228,163,11,,54,,,
Estill,B103,U.S. House,6,Randy CRAVENS,DEM,60,39,5,,16,,,
Estill,B103,U.S. House,6,Under Votes,,5,3,2,,0,,,
Estill,B103,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,B103,State House,91,Billy E. WESLEY,REP,244,173,15,,56,,,
Estill,B103,State House,91,Under Votes,,49,32,3,,14,,,
Estill,B103,State House,91,Over Votes,,0,0,0,,0,,,
Estill,B104,President,,Donald J. TRUMP,REP,228,173,11,,44,,,
Estill,B104,President,,Kamala D. HARRIS,DEM,42,32,1,,9,,,
Estill,B104,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,B104,President,,Robert F. KENNEDY JR.,IND,4,3,0,,1,,,
Estill,B104,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Estill,B104,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Estill,B104,President,,Write-ins,,0,0,0,,0,,,
Estill,B104,President,,Under Votes,,4,1,0,,3,,,
Estill,B104,President,,Over Votes,,0,0,0,,0,,,
Estill,B104,U.S. House,6,Andy BARR,REP,232,176,11,,45,,,
